,EBIT / total assets,short-term liabilities / total assets,current assets / short-term liabilities,(current assets - inventory - receivables) / short-term liabilities,retained earnings / total assets,equity / total assets,total sales / total assets,(gross profit + depreciation) / total liabilities,gross profit / sales,total liabilities / ((profit on operating activities + depreciation) * (12/365)),(inventory * 365) / cost of products sold,profit on sales / total assets,gross profit (in 3 years) / total assets,(equity - share capital) / total assets,equity / fixed assets,logarithm of total assets,(total liabilities - cash) / sales,(short-term liabilities * 365) / cost of products sold),sales / short-term liabilities,operating expenses / total liabilities,profit on operating activities / sales,rotation receivables + inventory turnover in days,(receivables * 365) / sales,working capital,(sales - cost of products sold) / sales,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),total costs /total sales,long-term liabilities / equity,sales / receivables,sales / fixed assets,working capital / total assets,class
4524,-0.077065,0.27405,1.7547,0.087735,0.073016,0.66706,0.95239,-0.039514,-0.081917,2.3209,118.42,-0.060813,0.10049,0.66706,1.285,4.1128,0.3007,0.27095,3.4329,-0.20085,-0.064641,177.24,49.926,2681.8,-0.0751,-0.09513200000000001,1.0751,0.04306,7.3108,1.8122,0.20683,0
4525,0.21569000000000002,0.11034000000000001,7.0344,1.4452,0.36196999999999996,0.7208100000000001,1.1475,2.57,0.19719,0.013612,125.83,0.19819,0.49726,0.7208100000000001,3.2202,5.1864,-0.03841,0.12462,9.9132,1.7528,0.1812,205.8,103.94,102260.0,0.19055,0.23863,0.80945,0.0037957999999999998,3.5117,4.8865,0.66582,0
4526,-0.05450599999999999,0.6742199999999999,0.95191,0.013584,0.0,0.32532,2.8508,-0.028429,-0.019119,2.8716,30.102,-0.055185000000000005,-0.27084,0.26638,0.90819,2.9286,0.23578,0.23201,4.2283,4.3072,-0.009644,80.999,50.314,-27.506,-0.019357,-0.16755,1.0189,0.0,7.2544,7.9586,-0.032423,0
4527,0.12713,0.32948,3.0227,0.034572,0.47286999999999996,0.67052,2.9036,0.42965,0.043783,0.06702,57.597,0.14834,0.28945,0.57643,164.27,3.0264,0.11342,0.11958,8.8127,8.3625,0.051467,123.76,69.106,708.28,0.051087,0.1896,0.95623,0.0,5.2817,711.37,0.6664399999999999,0
4528,0.009104600000000001,0.44631000000000004,1.3429,0.018247,0.0,0.28617,1.8549,0.11629,0.0049083,0.32196,72.053,0.025608,0.1549,0.055286,0.71432,4.0838,0.38416,0.3134,4.1562,1.995,0.0,116.34,61.02,1856.2,0.23228,0.031814999999999996,0.80725,0.29682,5.9816,4.6301,0.15306,0
4529,-0.020812999999999998,0.47922,0.23426,0.030272,0.01647,0.10317,0.30133000000000004,0.036655,-0.073202,0.5108,87.947,-9.203700000000001e-05,0.01647,0.10317,0.11622,4.4754,2.5934,1.6255,0.59329,-0.00012307,-0.00032371,125.5,34.302,-10964.0,-0.036941,-0.20262,1.0369,2.6034,10.641,0.32027,-0.36696,0
4530,-0.045723,0.41406000000000004,1.4152,0.32015,0.0,0.38889,6.2773,0.13772,-0.0072839,0.24097,7.3146,-0.042191,-0.051968,0.009951,0.93925,2.1204,0.077736,0.065521,15.16,10.341,-0.0072247,26.364,19.0,22.682,-0.0067213,-0.11757000000000001,1.0073,0.50669,19.211,15.161,0.1719,0
4531,0.046593,0.48095,0.99429,0.065135,0.11814000000000001,0.35161,1.6440000000000001,0.1461,0.029419,0.15825,48.67,0.084736,0.14427,0.35161,0.67384,4.2498,0.37082,0.31121,3.293,0.13698,0.053503,102.99,55.497,-48.82,0.024221,0.11507,0.97578,0.39155,6.5769,3.0352,-0.0027468,0
4532,0.08028300000000001,0.24734,3.1331,1.3099,0.0,0.7480600000000001,2.2251,0.49007,0.03608,0.089839,40.36,0.002665,0.60393,0.64099,3.3241,3.9703,-0.028901,0.11129,8.996,8.8213,0.022602,73.974,33.663,4927.9,0.0011978,0.087055,0.96542,0.0,10.843,9.8874,0.52761,0
4533,0.42108,0.4403,2.0447,0.59263,1.1176,0.28691,4.2378,1.0138,0.099791,0.033034,11.357,0.41272,1.4208,0.28691,2.8774,4.4475,0.045799,0.11546,9.5836,0.91476,0.097809,55.304,45.041,12891.0,0.096303,1.2388,0.9037,0.037920999999999996,8.1038,42.318,0.45998999999999995,0
4534,0.082887,0.19199000000000002,4.7751,1.2883,0.20199,0.69686,2.2635,0.51671,0.038523,0.063581,64.998,0.08296,0.2377,0.69686,8.3712,4.8145,0.032456,0.094976,11.207,0.42635,0.038557,113.56,52.494,47285.0,0.060509,0.094048,0.93949,0.0037188000000000004,6.9531,25.847,0.72477,0
4535,0.017842,0.4627,0.81041,0.076208,0.0,0.30365,0.75749,0.089519,0.023554,0.28225,48.563,0.037937,0.19813,0.27934000000000003,0.48583,4.3499,0.87984,0.64304,1.6371,1.0333,0.049826,163.69,117.56,-1963.3,0.050083,0.043311,0.97654,0.76828,3.1047,1.2119,-0.08772100000000001,0
4536,0.17609,0.39984000000000003,2.3976,0.10469,0.30459,0.58948,2.0958,0.44162,0.085465,0.070689,95.863,0.18569000000000002,0.37599,0.58948,14.261,4.0916,0.18951,0.213,5.1529,0.45403,0.090125,162.41,75.074,6899.6,0.088904,0.25064000000000003,0.9111,0.015502000000000002,4.8619,49.846,0.55882,0
4537,0.097177,0.71304,1.3381,0.091925,0.15408,0.26994,2.8839,0.15037,0.033696,0.1631,67.765,0.14338,0.16522,0.22916999999999998,5.885,3.3896,0.23117,0.26018,4.0446,3.7539,0.047365,112.46,48.066,591.32,0.049717,0.27818000000000004,0.96632,0.041861,7.5937,62.873,0.24109,0
4538,0.0065124,0.61615,1.2132,0.36327,0.030708,0.34691,1.3843,0.080247,0.0047199,0.1597,60.513,0.08391,0.022805,0.34691,1.374,4.9017,0.28901,0.4798,2.2394,0.13618,0.060814,138.53,82.212,10476.0,0.06929,0.0087896,0.93071,0.0,4.4397,5.4647,0.13136,0
4539,-0.6516,0.8546600000000001,1.0996,0.070004,0.0,0.13145,3.3946,-0.73159,-0.19195,-0.046102,62.786,-0.64598,-1.08,0.0022303,2.1826,2.5876,0.24475,0.21152,3.9719,4.6521,-0.18976,94.616,19.882,32.934,-0.1903,-4.957,1.1907,0.0,18.359,56.363,0.085115,0
4540,0.083207,0.6618,1.1931,0.12134,0.18018,0.32527,0.9618899999999999,0.14532,0.087176,0.1944,147.33,0.098959,0.22397,0.32527,1.5461,5.1241,0.61055,0.78965,1.4422,0.14953,0.10368,271.24,141.88,17007.0,0.12194,0.20558,0.87806,0.0,2.5726,4.5368,0.12780999999999998,0
4541,0.25103000000000003,0.55742,0.9504,0.021632,0.48598,0.3484,1.4727,0.44155,0.17119,0.067539,25.291,0.28051,0.54319,0.3484,0.7409,4.0134,0.44366,0.47068,2.6306,0.43049,0.1913,128.87,108.44,-285.19,0.19237,0.72053,0.80763,0.27035,3.3659,3.1184,-0.02765,0
4542,0.36476,0.19483,2.5272,1.0379,1.357,0.6250600000000001,2.7076,1.0907,0.14313,0.044201,23.172,0.23471,1.693,0.6250600000000001,1.2313,3.5226,0.06941,0.083686,13.081,0.62601,0.092098,41.556,20.388,991.2,0.086499,0.48278000000000004,0.9135,0.28815,17.903,5.0204,0.29754,0
4543,-0.034956,0.29206,0.73807,0.041152,0.0,0.11989000000000001,0.30275,-0.017392,-0.11546,-2.083,159.44,-0.031752999999999997,-0.022423,0.0851,0.15284,4.3248,2.876,0.87312,1.0366,0.38007,-0.11142,245.39,69.231,-1616.1,-0.10488,-0.28181999999999996,1.106,4.8614,5.2722,0.38594,-0.076501,0
4544,0.08186900000000001,0.065451,13.925,4.2644,0.0,0.93455,1.64,1.489,0.049921,0.014293,55.319,0.13385999999999998,0.35362,0.89413,10.549,3.3934,-0.080889,0.043457,25.057,23.011,0.083572,140.73,89.924,2093.1,0.081626,0.087603,0.95042,0.0,4.059,18.513,0.84596,0
4545,0.22835,0.62471,1.5151,0.26546,0.0,0.37529,1.9881,0.37228,0.11486,0.092218,18.558,0.30737,0.22835,0.21436,7.0167,3.4932,0.23694,0.37169,3.1824,2.6904,0.11146,143.33,127.64,1001.8,0.15461,0.60845,0.88597,0.0,2.8596,37.171,0.32181,0
4546,0.022345,0.10332000000000001,6.1437,2.4154,0.11799000000000001,0.77031,1.3786,0.70555,0.017578,0.053547,64.306,0.01157,0.17442,0.77031,2.1092,3.9389999999999996,-0.09736,0.077227,12.303,0.098334,0.0091016,110.61,42.927,4618.3,-0.052487,0.0046251,1.0525,0.018611000000000003,8.5028,3.4806,0.53146,0
4547,0.016419,0.35746,0.59249,0.0045237,0.0,0.30796,0.91322,0.036275,0.017979,0.54464,47.087,0.0342,0.15235,0.23335999999999998,0.39071,3.5522,0.75642,0.40666,2.5548,1.2702,0.036869,84.004,38.68,-519.41,0.03745,0.040985,0.98203,1.0127,9.4363,1.1586,-0.14567,0
4548,0.051628999999999994,0.3172,1.4545,0.1436,0.12312999999999999,0.6272399999999999,2.8368,0.54878,0.018337,0.046759,25.896,0.10439000000000001,0.12952,0.6272399999999999,1.1645,5.3623,0.1142,0.11714,8.8763,0.30533,0.037077,53.904,29.0,33201.0,0.038281,0.08077000000000001,0.96172,0.039376,12.586,5.2272,0.14415999999999998,0
4549,-0.20638,0.19521,2.7597,0.49389,0.0,0.7905300000000001,1.4156,-0.57011,-0.14579,-0.058682,7.9452,-0.20756999999999998,0.30212,0.77768,1.7137,3.8912,0.081243,0.12026,7.2516,7.7488,-0.14548,114.04,104.93,2673.7,-0.14664,-0.26106,1.1429,0.0,3.4784,3.0687,0.3435,0
4550,0.10609,0.55067,0.69325,0.035907,-0.20199999999999999,0.1981,1.0207,0.2383,0.10394,0.3094,61.347,0.0053317,-0.10893,-0.095912,0.32042,5.5402,0.77644,0.54233,1.8536,1.2662,0.001361,129.44,68.414,-58602.0,0.0052236,0.5355300000000001,0.90777,1.2173,5.3352,1.651,-0.16892000000000001,0
4551,0.071214,0.36823,1.0592,0.22211,0.22198,0.43046,1.2412,0.20578,0.057376,0.14548,36.542,0.087857,0.071214,0.41046000000000005,0.70571,3.3981,0.39551,0.31928,3.3706,2.025,0.068093,90.65,56.695,54.54,0.070786,0.1337,0.94453,0.0,6.438,2.0348,0.021808,0
4552,0.12430999999999999,0.72205,0.31953,0.0412,-0.030715,0.25525,1.4565,0.43658,0.086111,0.069189,9.2401,0.15217,-0.020175,0.25525,0.3318,4.5998,0.48153,0.55777,1.9992,0.21075,0.10541,50.815,42.529,-19550.0,0.10324,0.43222,0.89676,0.0,8.5825,1.8765,-0.49133000000000004,0
4553,-0.16252,0.36962,0.64931,0.0022883,0.029423,0.60969,0.68218,-0.1672,-0.25483,-0.22078,60.178,-0.15575999999999998,0.068343,0.60969,0.80222,5.1033,0.57832,0.47449,1.7255,-0.42142,-0.24424,136.87,63.367,-16443.0,-0.22143,-0.25525,1.2214,0.0,5.7601,0.83915,-0.12962,0
4554,-0.11195999999999999,0.45658000000000004,1.3464,0.034434,-0.14574,0.15786,0.7784800000000001,-0.059471,-0.16497,-1.627,282.31,-0.07925900000000001,-0.14755,0.15786,0.40973,4.5573,1.2052,0.60257,1.4864,-0.095164,-0.11679,322.16,6.9664,5707.0,-0.11648,-0.58659,1.1165,2.3838,52.394,1.7615,0.15816,0
4555,-0.0077989999999999995,0.18111,0.67422,0.051409,0.025818999999999998,0.48933999999999994,0.33891,0.077352,-0.023012,0.25454,11.992,0.019165,0.10392,0.39318000000000003,0.55741,4.013,1.4875,0.56642,1.8713,0.62615,0.057753,121.48,110.17,-607.96,0.05655,-0.015938,1.0227,0.6734399999999999,3.3132,0.38605,-0.059003,0
4556,0.16118,0.56852,1.4198,0.84401,0.24381999999999998,0.29896999999999996,2.2824,0.33493,0.071646,0.09232,13.923,0.17323,0.30707,0.29896999999999996,1.5508,4.7306,0.12919,0.27532,3.9571,0.3047,0.077001,53.114,40.335,12836.0,0.082133,0.42611000000000004,0.91787,0.0,9.0493,11.67,0.23869,0
4557,-0.15374000000000002,1.5645,0.577,0.091271,-0.48003,-0.59792,2.3362,-0.037964,-0.065807,4.3851,13.811,-0.065617,-0.53027,-0.63377,-6.1476,3.1446,0.64664,0.65141,1.4932,1.5031,-0.034641,118.73,104.53,-923.24,-0.028088,0.25711999999999996,1.0643,0.0,3.4917,24.019,-0.66181,0
4558,0.18335,0.40756,1.3332,0.11255,0.15249000000000001,0.52036,3.5131,0.57432,0.052637,0.04669,16.653,0.2409,0.19353,0.52036,1.1395,4.7523,0.12594,0.12567,8.5466,0.5434,0.06916,52.129,36.624,7675.4,0.068968,0.28419,0.93103,0.068728,9.9662,7.6276,0.13577999999999998,0
4560,0.25336,0.24754,1.9936,1.1335,0.0,0.69488,3.06,1.0557,0.082798,0.031041,14.96,0.25498000000000004,0.48486,0.5344,1.3719,3.2417,0.014319,0.088247,12.362,9.1933,0.084608,25.396,11.683,429.12,0.083326,0.31282,0.91858,0.082864,31.243,6.0414,0.24595,0
4561,0.024205,0.8658299999999999,1.011,0.0074515,-0.14982,0.056620000000000004,1.1569,0.035147,0.020922,2.5237,71.719,0.007036,-0.055669,-0.10977,0.45432,3.8001,0.81094,0.75297,1.3362,1.2189,0.0030324,274.14,202.86,60.225,0.0060817,0.42749,0.9793,1.315,1.7993,9.2831,0.009543600000000001,0
4562,0.15072,0.6985399999999999,0.95533,0.093198,-0.44856999999999997,-0.10547000000000001,1.7919,0.19737,0.084112,0.54619,99.395,0.085393,0.37588,-0.17139000000000001,-0.31705,4.1831,0.58262,0.59276,2.5653,1.066,0.0,122.67,57.303,-475.63,0.34236,-1.4291,0.69415,-3.7262,6.3696,5.3867,-0.0312,0
4563,0.0035755,0.13788,3.4004,1.9242,0.08796799999999999,0.78465,0.58076,0.12531,0.0061566,0.27284,64.859,0.16030999999999998,0.20899,0.76823,1.4773,5.3252,0.37081,0.32195,4.2119,1.9887,0.0049921,127.92,80.095,3.4004,0.27604,0.0,0.74075,0.098731,4.5571,1.0934,0.33097,0
4564,0.12074000000000001,0.19161,2.8342,0.54645,0.49713,0.6693899999999999,1.4288,0.70618,0.085148,0.042745,88.032,0.1383,0.6269,0.6693899999999999,1.4649,4.151,0.1239,0.1556,7.4006,0.49585,0.09753,112.83,36.386,4976.0,0.13161,0.13669,0.86839,0.13043,10.031,3.1032,0.35144000000000003,0
4565,0.17135,0.18504,3.3747,0.52269,0.0,0.73927,1.4305,0.91852,0.11978,0.034774,36.933,0.18077000000000001,0.48538,0.6984100000000001,1.9685,3.0963,0.11966,0.14806,7.7309,4.7933,0.12708,134.65,102.39,548.5,0.12637,0.18328,0.88064,0.10239,3.565,3.809,0.4394,0
4566,0.25459,0.20861999999999997,2.5993,1.1562,0.7958,0.73326,1.1972,1.2042,0.21397,0.027419,46.789,0.25332,0.79695,0.73326,1.602,4.9569,0.0092433,0.22391,5.7031,1.033,0.21291,92.363,55.724,30211.0,0.21692,0.34723000000000004,0.78308,0.049915,6.5502,2.5994,0.33366,0
4567,-0.019039,0.66968,0.84402,0.053496,0.017353999999999998,0.18961,1.2611,0.072415,-0.015256,0.34821,58.812,-0.0012720999999999998,0.028337,0.18961,0.4361,4.8166,0.61994,0.53665,1.8635,-0.0015753,-0.0010194,154.84,96.027,-6847.4,5.2075e-05,-0.11172,0.99995,0.72718,3.801,2.8704,-0.10446,0
4568,0.43901999999999997,0.1921,5.0949,1.0067,0.055518,0.8079,2.8821,2.4374,0.15233,0.013758,89.534,0.43328,0.43902,0.7834899999999999,37.977,3.3114,0.00075346,0.078444,15.003,12.748,0.15135,99.457,23.383,1611.2,0.15033,0.45338999999999996,0.84806,0.0,15.61,135.48,0.78663,0
4569,0.09370099999999999,0.5773199999999999,1.4038,0.50208,0.27316999999999997,0.36211,2.0380000000000003,0.19672,0.048488,0.89706,37.244,-0.00087707,0.36526,0.36211,1.9105,5.194,0.25569,0.29644,3.3473,-0.0014845,-0.00045386,98.331,60.798,36442.0,-0.007768,0.17289000000000002,1.0078,0.037333,6.0035,10.196,0.23315,0
4570,0.00015024,0.90622,0.90887,0.35078,0.0,0.093775,0.65369,0.0084853,0.00022984,4.0067,151.81,0.00010954,-0.072533,0.076456,0.53172,3.6646,1.3194,1.6942,0.72133,0.59025,0.0,282.4,158.17,-381.49,0.18171,0.0016021000000000002,0.89905,0.0,2.3076,3.7065,-0.082586,0
4571,0.0096819,0.11885,8.1745,3.8409,0.2906,0.88115,4.6137,0.48237,0.0020985,0.035545,0.1301,0.07972,0.26489,0.63294,30.974,2.428,-0.072529,0.026213,38.819,38.148,0.01383,40.748,40.62,228.46,0.01728,0.0011606,0.9979,0.0,8.9858,162.18,0.8527,0
4572,0.16176,0.25435,2.558,0.50474,0.0,0.69303,1.6289,0.65729,0.099302,0.057618,40.855,0.1601,0.57126,0.67378,1.9836,4.418,0.11323,0.17316,6.4044,4.7849,0.08446,117.02,80.18,10374.0,0.098283,0.17845,0.90343,0.013074,4.5523,4.6623,0.39626999999999996,0
4573,-0.21424,0.43145,1.5505,3.7626e-05,0.073491,0.23371,1.4367,-0.13707,-0.14911,-0.26599,30.189,-0.20524,-0.11904,-0.090962,0.706,2.9657,0.53334,0.26276,3.33,2.1428,-0.14285,169.94,135.44,219.46,-0.14285,-0.9166700000000001,1.1491,0.82142,2.6949,4.3401,0.23751,0
4574,0.041232,0.070877,3.4396,0.042671,0.26513000000000003,0.59373,0.39966,0.14986,0.10426,0.20535,170.18,0.045274,0.33068,0.59373,0.78513,4.172,0.99477,0.20373,5.5797,0.11468,0.11448,222.21,72.503,2569.3,0.1203,0.056208,0.8797,0.5455300000000001,5.0343,0.52296,0.17290999999999998,0
4575,0.015269999999999999,0.2293,1.658,0.12721,0.037487,0.37021,0.92455,0.17816,0.017651,0.15048,62.838,0.034245,0.050587,0.37021,0.59728,4.4594,0.51181,0.26137,3.7729,0.072755,0.039584,148.09,84.37,4345.4,-0.014081,0.043608999999999995,1.0141,0.65204,4.3262,1.3957,0.15088,0
4576,0.092111,0.06699400000000001,9.689,2.5938,0.25621,0.92165,0.76713,1.8196,0.122,0.018598,183.38,0.088633,0.31703,0.92165,2.6265,5.268,-0.11829,0.10073,11.269,1.323,0.1174,229.8,68.261,107890.0,0.11909,0.079809,0.88091,0.0,5.3471,2.1515,0.58211,0
4577,0.012289,0.39007,0.88584,0.034535,-0.12847,0.60993,2.1652,0.18025,0.0057331,0.15506,34.279,0.024685,-0.14024,0.60993,0.93196,3.9729,0.17768,0.18229,5.4954,0.063284,0.011516,56.543,22.324,-418.34,0.0017485,0.0077559,0.99825,0.0,16.35,3.2753,-0.044531,0
4578,0.44246,0.38927,2.2293,0.67878,-0.035052,0.61073,3.9352,1.3351,0.11244,0.024971,2.6947,0.38500999999999996,0.44246,0.44546,4.6189,2.9089,0.033871,0.10965,10.109,9.1201,0.11242,55.981,53.55,387.96,0.097838,0.58458,0.88918,0.0,6.8161,29.761,0.47851000000000005,0
4579,-0.19751,0.33238,0.58794,0.027871,0.0,0.66751,1.2198,-0.36089,-0.16192,0.069933,32.66,0.07832599999999999,0.25507,-0.03834,0.82964,3.7976,0.26585,0.29118,3.6699,3.4331,0.066371,55.703,25.14,-859.37,0.064213,-0.24049,1.1608,0.0,14.519,1.5161,-0.13696,0
4580,0.34355,0.33328,2.4227,0.14325,0.41363999999999995,0.62878,2.0824,1.0886,0.16554,0.028328,71.396,0.36834,0.51691,0.62878,3.2656,4.6634,0.1451,0.19466,6.227,1.0697,0.17748,133.61,74.712,21845.0,0.17501,0.44191,0.82499,0.017587000000000002,4.8854,10.778,0.47417,0
4581,-0.03192,0.036676,7.8028,6.0389,0.0,0.9633299999999999,0.23306999999999997,-0.87032,-0.13696,-0.038489,65.515,-0.028511,-0.11675,0.74024,1.3495,2.3505,-0.78645,0.14021,6.3547,7.1321,-0.13629,101.31,27.782,55.919,-0.12233,-0.033135000000000005,1.1369,0.0,13.138,0.32651,0.2495,0
4583,0.5928899999999999,0.25296,3.25,1.0833,0.0,0.61792,1.9974,1.7148,0.29683,0.019361,22.34,0.59816,0.76577,0.55204,3.4741,2.8802,0.062665,0.18079,7.8958,3.6495,0.29815,100.16,84.509,432.0,0.29947,0.78465,0.70336,0.21109,4.3191,11.23,0.56917,0
4584,0.1066,0.46843999999999997,1.7999,0.22247,0.15895,0.45527,5.1347,0.25082,0.020782,0.12761,0.4874,0.10979000000000001,0.18575,0.45527,2.9029,3.9155,0.072775,0.093276,10.949,0.23437,0.021405,52.585,52.108,3084.4,0.020877,0.21957,0.97912,0.0,7.0047,32.705,0.37473,0
4585,0.055109000000000005,0.10762000000000001,2.2953,1.5908,0.0,0.73505,0.51159,0.5081,0.10772,0.073642,0.0,0.021563,0.31741,0.17455,0.97618,4.0296,0.18496,0.21961,4.7538,1.8495,0.078999,54.094,54.094,1492.2,0.042149,0.061604,0.9005,0.17301,6.7476,0.67942,0.1394,0
4586,0.087034,0.35525,2.46,1.4331,0.0,0.49441,2.3449,0.32716,0.037117,0.12342,18.392,0.042553,0.35218,0.43698000000000004,3.9213,3.6692,0.027546,0.1543,6.6006,4.5537,0.024809,56.783,38.725,2421.5,0.018147,0.15388,0.96633,0.0,9.4255,18.598,0.51866,0
4587,-0.040231,0.96519,1.0258,0.31289,-0.25118,0.034806000000000004,2.3385,-0.024617,-0.017204,-2.9393,56.302,-0.034621,-0.22424,-0.30715,3.5266,3.196,0.29001,0.40671,2.4229,2.4587,-0.011724,107.4,50.268,39.159,-0.014804,-1.608,1.0171,0.0,7.2611,236.94,0.024936,0
4588,0.27374,0.33754,1.54,0.064173,0.38465,0.6595,2.5878,0.92997,0.10578,0.035478,39.904,0.26527,0.85852,0.65838,1.3734,4.3659,0.12562,0.14533,7.6666,6.821,0.10704,70.263,34.449,4233.2,0.10251,0.41507,0.89526,0.0,10.595,5.3891,0.18227000000000002,0
4589,0.040253,0.25971,2.5727,0.061251,-0.00014755,0.74029,2.1327,0.41182,0.018874,0.11072,76.491,0.00070085,0.20033,0.37143000000000004,2.2309,3.0352,0.11432,0.12182,8.2118,8.2091,0.0053877,111.63,35.165,442.92,0.00032862,0.043920999999999995,0.98201,0.0,10.38,6.4267,0.40845,0
4590,-0.25088,0.69455,0.49756,0.028827,0.0,0.07882,1.3857,-0.21541,-0.18105,0.58545,58.878,0.039237,-0.46817,-0.007785800000000001,0.12044,3.8636,0.66394,0.59771,1.9951,1.2615,0.0,85.754,36.38,-2548.9,0.16142,-3.1829,0.84768,2.8607,10.033,2.1175,-0.34897,0
4591,0.092012,0.45948,2.0187,0.4586,0.0,0.53992,3.1209,0.2193,0.029483,0.11307,4.2551,0.12138,0.30688,0.45064,7.4551,2.7086,0.080886,0.15319,6.7921,6.5194,0.040614,83.84,79.75,239.31,0.038895,0.11460999999999999,0.97073,0.0,4.5768,43.092,0.46808999999999995,0
4592,0.0050157,0.4364,1.5663,0.46046,0.012069,0.42113,1.6002,0.15385,0.0031982,0.19307,62.418,0.012186,0.02178,0.42113,1.3307,4.0431,0.15042,0.28163,3.5937,0.027923,0.0077699,112.31,50.64,2729.0,0.011962,0.0070506,0.98804,0.0,7.2077,4.9554,0.24711,0
4593,-0.10722999999999999,0.082367,8.0433,1.6499,0.0,0.90549,0.79984,-1.1313,-0.13407,10.007,353.67,0.018584,-0.004351,0.21613000000000002,2.6829,3.7848,-0.044382,0.17167,9.7107,5.0767,0.0,240.31,28.152,3534.5,0.40013,-0.11843,0.60457,0.0,12.965,2.3699,0.58013,0
4594,-0.027516000000000002,0.16145,3.3352,0.63118,0.30616,0.7352,0.9322,0.23671,-0.030791,0.081172,138.92,-9.057399999999999e-05,0.37861,0.7352,1.5929,4.2525,0.14898,0.17585,5.5352,-0.00055587,-0.00010136,178.31,35.582,6743.1,-0.027358,-0.03126,1.0274,0.0020335,10.258,1.9362,0.37701,0
4595,-0.12528,0.52571,0.7982,0.024935,-0.033483,0.10617,0.8529399999999999,-0.099926,-0.15574,-0.80177,75.984,-0.079299,-0.022393,0.10617,0.18293,3.9991,0.95522,0.57538,1.5303,-0.10161,-0.098574,184.44,98.142,-1058.7,-0.13576,-1.1801,1.1358,2.3995,3.7191,1.3861,-0.10609,0
4596,0.011395,0.17623,4.3792,0.28669,0.34269,0.5149699999999999,2.0731,0.25822,0.005697,0.13196,69.704,0.0097976,0.43519,0.5149699999999999,2.2562,3.7156,0.063806,0.087184,11.35,0.055595,0.0048982,131.61,61.167,3093.8,-0.010573,0.0019175000000000002,1.0106,0.0,5.9672,8.7634,0.5955199999999999,0
4597,-0.09235,0.46576999999999996,0.99632,0.13665,0.040712,0.42805,1.0287,-0.041606,-0.091039,-4.2346,71.725,-0.075655,0.070556,0.42805,0.79867,4.0907,0.43591,0.42576,2.1779,-0.15337,-0.074582,144.07,66.723,-21.14,-0.078428,-0.2253,1.0784,0.06431,5.4704,1.8927,-0.0017157,0
4598,0.1317,0.51756,1.6522,0.061973,-0.048423,0.32947,2.148,0.23304,0.061315,0.12536,76.765,-0.28944000000000003,0.079951,0.20621,2.2737,3.3756,0.31217,0.21234,4.1501,3.6351,0.071575,139.85,52.745,801.6,-0.13475,0.38506999999999997,0.94982,0.18937,6.92,14.823,0.33753,0
4599,0.49211000000000005,0.31296,2.1999,1.9805,-0.057539,0.5252399999999999,0.19358,1.1148,2.5421,0.028828,14.586,-0.37319,0.59651,0.43456999999999996,1.6861,2.5483,0.98667,0.55219,0.61855,1.1938,2.6438,129.42,86.72,132.73,-1.9278,0.9369200000000001,0.54426,0.26933,4.209,0.62142,0.37551999999999996,0
4600,0.00065851,0.062696,1.5077,1.1295,0.0,0.71921,0.14164000000000002,0.0023452,0.0046491,-3.1078,3.2428,-0.0030143,0.00088466,0.71823,0.79429,4.0052,1.4828,0.43341,2.2592,0.51518,-0.021262,61.098,57.786,322.17,-0.021281,0.0,0.99547,0.29356,6.3164,0.15643,0.031831,0
4601,0.0072197,0.16014,3.4991,0.57598,0.0,0.83986,1.9234,0.23906,0.0037537,0.15364,39.743,-0.006252000000000001,0.25382,0.58123,1.9102,2.7252,0.075937,0.082988,12.011,12.05,0.0019135,88.831,48.96,212.58,-0.0032506,0.0085962,0.99642,0.0,7.4551,4.3746,0.4002,0
4602,0.086048,0.27867,2.4194,0.63074,0.0,0.3334,2.2514,2.6224,0.038221,0.013369,2368.1,0.0024778,0.086048,0.20558,1.0233,3.1451,0.22044,5.1516,8.079,0.081147,0.0,80.808,23.91,552.48,0.97597,0.2581,0.028148,0.0,15.266,6.9101,0.39553,0
4604,-0.036824,0.21084,2.3984,0.15519,0.0,0.35622,1.0884,0.012078,-0.033832,2.2071,121.96,-0.098508,-0.10978,0.2339,0.72061,3.0,0.56461,0.17763,5.1624,1.8437,-0.032043,158.6,25.606,294.84,-0.090503,-0.13159,1.032,0.0,14.254,2.2019,0.29483000000000004,0
4605,0.015483000000000002,0.40255,1.3846,0.063348,0.0,0.5856100000000001,2.9599,0.18022,0.0052308,15.167,31.279,-0.058288,0.018215,0.5455399999999999,1.323,3.0406,0.13231,0.13337,7.3529,7.2835,-0.019692,65.588,33.692,170.0,-0.019692,0.023328,0.99493,0.0,10.833,6.6872,0.15483,0
4607,0.088936,0.76212,1.2302,0.029912,0.0,0.20089,4.7834,0.13578,0.018593,0.16173,37.803,0.13542,0.23295,0.17961,3.2174,3.3712,0.16654,0.16397,6.2764,5.8164,0.030341,69.802,33.069,412.4,0.02831,0.25787,0.98145,0.18415,11.037,76.611,0.17544,0
4608,0.10547999999999999,0.74,0.70847,0.027518,-0.0044019,0.25748000000000004,2.2555,0.16626,0.046767,0.12937,67.091,0.17958,0.12199,0.24528000000000003,0.54122,3.9138,0.32039,0.35646,3.048,2.7958,0.076854,81.544,19.795,-1768.9,0.079616,0.33563000000000004,0.95324,0.0097912,18.439,4.7412,-0.21573,0
